BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 12:00 AM
BAG:nika1 add 18xĐá Vĩnh Hằng (old: 17) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 18xĐá Hắc Hóa (old: 17) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 19xĐá Vĩnh Hằng (old: 18) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 19xĐá Hắc Hóa (old: 18) lydo: Mua santa at 04/11/2023 6:03 PM
BAG:nika1 add 1xGăng Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:04 PM
BAG:nika1 add 1xGăng Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:04 PM
BAG:nika1 add 1xGăng lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:04 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:04 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 1xGăng lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:05 PM
BAG:nika1 add 1xGăng Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:05 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:05 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:06 PM
BAG:nika1 add 1xGăng Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:06 PM
BAG:nika1 add 1xGiày lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:06 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:07 PM
BAG:nika1 add 1xGiày lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:07 PM
BAG:nika1 add 1xGiầy Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:08 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:08 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:09 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:09 PM
BAG:nika1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:09 PM
BAG:nika1 add 1xGiày lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:10 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:10 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 04/11/2023 6:11 PM
BAG:nika1 add 1xGiày lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:11 PM
BAG:nika1 add 1xGiầy Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:11 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 04/11/2023 6:12 PM
BAG:nika1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:12 PM
BAG:nika1 add 1xGiày lông đỏ lydo: Cường Hóa trang bị at 04/11/2023 6:13 PM
BAG:nika1 add 1xGiày lưỡng long lydo: Cường Hóa trang bị at 04/11/2023 6:13 PM
BAG:nika1 add 2xĐá Vĩnh Hằng (old: 1) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 2xĐá Hắc Hóa (old: 1) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 3xĐá Vĩnh Hằng (old: 2) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 3xĐá Hắc Hóa (old: 2) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 6:13 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:14 PM
BAG:nika1 add 1xGiầy Thần Xayda lydo: Cường Hóa trang bị at 04/11/2023 6:14 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 04/11/2023 6:15 PM
BAG:nika1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 6:15 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:22 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 6:22 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 6:22 PM
BAG:nika1 add 62xMảnh Quỷ bay (old: 61) lydo: Nhặt từ map at 04/11/2023 6:23 PM
BAG:nika1 add 15xMảnh Quỷ đất (old: 14) lydo: Nhặt từ map at 04/11/2023 6:27 PM
BAG:nika1 add 38xNgọc Rồng 5 sao (old: 37) lydo: Nhặt từ map at 04/11/2023 6:27 PM
BAG:nika1 add 16xMảnh Quỷ đất (old: 15) lydo: Nhặt từ map at 04/11/2023 6:28 PM
BAG:nika1 add 63xMảnh Quỷ bay (old: 62) lydo: Nhặt từ map at 04/11/2023 6:28 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 6:28 PM
BAG:nika1 add 17xMảnh Quỷ đất (old: 16) lydo: Nhặt từ map at 04/11/2023 6:29 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 6:29 PM
BAG:nika1 add 18xMảnh Quỷ đất (old: 17) lydo: Nhặt từ map at 04/11/2023 6:29 PM
BAG:nika1 add 9xĐá Titan (old: 8) lydo: Nhặt từ map at 04/11/2023 6:29 PM
BAG:nika1 add 22xĐá lục bảo (old: 21) lydo: Nhặt từ map at 04/11/2023 6:30 PM
BAG:nika1 add 22xĐá Ruby (old: 21) lydo: Nhặt từ map at 04/11/2023 6:30 PM
BAG:nika1 add 74xMảnh Quỷ đất mẹ (old: 73) lydo: Nhặt từ map at 04/11/2023 6:30 PM
BAG:nika1 add 5xĐá thạch anh tím (old: 4) lydo: Nhặt từ map at 04/11/2023 6:34 PM
BAG:nika1 add 39xNgọc Rồng 5 sao (old: 38) lydo: Nhặt từ map at 04/11/2023 6:34 PM
BAG:nika1 add 10xĐá Titan (old: 9) lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 19xMảnh Quỷ đất (old: 18) lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 23xĐá lục bảo (old: 22) lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 20xMảnh Quỷ đất (old: 19) lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 6:35 PM
BAG:nika1 add 21xMảnh Quỷ đất (old: 20) lydo: Nhặt từ map at 04/11/2023 6:36 PM
BAG:nika1 add 23xĐá Ruby (old: 22) lydo: Nhặt từ map at 04/11/2023 6:36 PM
BAG:nika1 add 24xĐá Ruby (old: 23) lydo: Nhặt từ map at 04/11/2023 6:36 PM
BAG:nika1 add 11xĐá Titan (old: 10) lydo: Nhặt từ map at 04/11/2023 6:37 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:37 PM
BAG:nika1 add 6xĐá Saphia (old: 5) lydo: Nhặt từ map at 04/11/2023 6:37 PM
BAG:nika1 add 12xĐá Titan (old: 11) lydo: Nhặt từ map at 04/11/2023 6:38 PM
BAG:nika1 add 22xMảnh Quỷ đất (old: 21) lydo: Nhặt từ map at 04/11/2023 6:38 PM
BAG:nika1 add 64xMảnh Quỷ bay (old: 63) lydo: Nhặt từ map at 04/11/2023 6:38 PM
BAG:nika1 add 6xĐá thạch anh tím (old: 5) lydo: Nhặt từ map at 04/11/2023 6:38 PM
BAG:nika1 add 13xĐá Titan (old: 12) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 7xĐá Saphia (old: 6) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 14xĐá Titan (old: 13) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 65xMảnh Quỷ bay (old: 64) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 24xĐá lục bảo (old: 23) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 66xMảnh Quỷ bay (old: 65) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 8xĐá Saphia (old: 7) lydo: Nhặt từ map at 04/11/2023 6:39 PM
BAG:nika1 add 15xĐá Titan (old: 14) lydo: Nhặt từ map at 04/11/2023 6:40 PM
BAG:nika1 add 23xMảnh Quỷ đất (old: 22) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 25xĐá Ruby (old: 24) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 32xNgọc Rồng 6 sao (old: 31) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 33xNgọc Rồng 6 sao (old: 32) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 40xNgọc Rồng 5 sao (old: 39) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 26xĐá Ruby (old: 25) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 24xMảnh Quỷ đất (old: 23) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 9xĐá Saphia (old: 8) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 7xĐá thạch anh tím (old: 6) lydo: Nhặt từ map at 04/11/2023 6:41 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 6:42 PM
BAG:nika1 add 75xMảnh Quỷ đất mẹ (old: 74) lydo: Nhặt từ map at 04/11/2023 6:42 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 6:42 PM
BAG:nika1 add 10xĐá Saphia (old: 9) lydo: Nhặt từ map at 04/11/2023 6:43 PM
BAG:nika1 add 11xĐá Saphia (old: 10) lydo: Nhặt từ map at 04/11/2023 6:43 PM
BAG:nika1 add 25xMảnh Quỷ đất (old: 24) lydo: Nhặt từ map at 04/11/2023 6:43 PM
BAG:nika1 add 26xMảnh Quỷ đất (old: 25) lydo: Nhặt từ map at 04/11/2023 6:43 PM
BAG:nika1 add 12xĐá Saphia (old: 11) lydo: Nhặt từ map at 04/11/2023 6:48 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 25xĐá lục bảo (old: 24) lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 26xĐá lục bảo (old: 25) lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 27xMảnh Quỷ đất (old: 26) lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 8xĐá thạch anh tím (old: 7) lydo: Nhặt từ map at 04/11/2023 6:49 PM
BAG:nika1 add 28xMảnh Quỷ đất (old: 27) lydo: Nhặt từ map at 04/11/2023 6:50 PM
BAG:nika1 add 16xĐá Titan (old: 15) lydo: Nhặt từ map at 04/11/2023 6:50 PM
