BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 6:00 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 83xHồn linh thú (old: 82) lydo: Nhặt từ map at 03/17/2023 9:54 AM
BAG:xdxdxd add 98xĐá Ruby (old: 97) lydo: Nhặt từ map at 03/17/2023 9:54 AM
BAG:xdxdxd add 98xNgọc Rồng 4 sao (old: 97) lydo: Nhặt từ map at 03/17/2023 9:54 AM
BAG:xdxdxd add 29xNgọc Rồng 5 sao (old: 28) lydo: Nhặt từ map at 03/17/2023 9:55 AM
BAG:xdxdxd add 11xMì ly (old: 10) lydo: Nhặt từ map at 03/17/2023 9:55 AM
BAG:xdxdxd add 84xHồn linh thú (old: 83) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 85xHồn linh thú (old: 84) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 85xĐá Titan (old: 84) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 99xĐá Ruby (old: 98) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 30xNgọc Rồng 5 sao (old: 29) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 86xĐá Titan (old: 85) lydo: Nhặt từ map at 03/17/2023 9:56 AM
BAG:xdxdxd add 1xGiày lưỡng long lydo: Nhặt từ map at 03/17/2023 9:57 AM
BAG:xdxdxd add 83xĐá Saphia (old: 82) lydo: Nhặt từ map at 03/17/2023 9:57 AM
BAG:xdxdxd add 8xBánh Pudding (old: 7) lydo: Nhặt từ map at 03/17/2023 9:57 AM
BAG:xdxdxd add 9xBánh Pudding (old: 8) lydo: Nhặt từ map at 03/17/2023 9:57 AM
BAG:xdxdxd add 86xHồn linh thú (old: 85) lydo: Nhặt từ map at 03/17/2023 9:58 AM
BAG:xdxdxd add 82xĐá thạch anh tím (old: 81) lydo: Nhặt từ map at 03/17/2023 9:58 AM
BAG:xdxdxd add 83xĐá thạch anh tím (old: 82) lydo: Nhặt từ map at 03/17/2023 9:58 AM
BAG:xdxdxd add 17xSushi (old: 16) lydo: Nhặt từ map at 03/17/2023 9:58 AM
BAG:xdxdxd add 84xĐá Saphia (old: 83) lydo: Nhặt từ map at 03/17/2023 9:58 AM
BAG:xdxdxd add 87xHồn linh thú (old: 86) lydo: Nhặt từ map at 03/17/2023 9:59 AM
BAG:xdxdxd add 87xĐá Titan (old: 86) lydo: Nhặt từ map at 03/17/2023 9:59 AM
BAG:xdxdxd add 31xNgọc Rồng 5 sao (old: 30) lydo: Nhặt từ map at 03/17/2023 9:59 AM
BAG:xdxdxd add 1xĐá Ruby lydo: Nhặt từ map at 03/17/2023 9:59 AM
BAG:xdxdxd add 88xHồn linh thú (old: 87) lydo: Nhặt từ map at 03/17/2023 10:00 AM
BAG:xdxdxd add 88xĐá Titan (old: 87) lydo: Nhặt từ map at 03/17/2023 10:00 AM
BAG:xdxdxd add 13xKem dâu (old: 12) lydo: Nhặt từ map at 03/17/2023 10:00 AM
BAG:xdxdxd add 18xSushi (old: 17) lydo: Nhặt từ map at 03/17/2023 10:01 AM
BAG:xdxdxd add 84xĐá thạch anh tím (old: 83) lydo: Nhặt từ map at 03/17/2023 10:01 AM
BAG:xdxdxd add 89xHồn linh thú (old: 88) lydo: Nhặt từ map at 03/17/2023 10:01 AM
BAG:xdxdxd add 29xNgọc Rồng 6 sao (old: 28) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 10:02 AM
BAG:xdxdxd add 2xĐá Ruby (old: 1) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 90xHồn linh thú (old: 89) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 91xHồn linh thú (old: 90) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 92xHồn linh thú (old: 91) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 85xĐá Saphia (old: 84) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 93xHồn linh thú (old: 92) lydo: Nhặt từ map at 03/17/2023 10:02 AM
BAG:xdxdxd add 14xKem dâu (old: 13) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 99xNgọc Rồng 4 sao (old: 98) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 19xSushi (old: 18) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 86xĐá Saphia (old: 85) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 89xĐá lục bảo (old: 88) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 94xHồn linh thú (old: 93) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 95xHồn linh thú (old: 94) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 87xĐá Saphia (old: 86) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 14xXúc xích (old: 13) lydo: Nhặt từ map at 03/17/2023 10:03 AM
BAG:xdxdxd add 90xĐá lục bảo (old: 89) lydo: Nhặt từ map at 03/17/2023 10:04 AM
BAG:xdxdxd add 96xHồn linh thú (old: 95) lydo: Nhặt từ map at 03/17/2023 10:04 AM
BAG:xdxdxd add 30xNgọc Rồng 6 sao (old: 29) lydo: Nhặt từ map at 03/17/2023 10:04 AM
BAG:xdxdxd add 91xĐá lục bảo (old: 90) lydo: Nhặt từ map at 03/17/2023 10:05 AM
BAG:xdxdxd add 31xNgọc Rồng 6 sao (old: 30) lydo: Nhặt từ map at 03/17/2023 10:05 AM
BAG:xdxdxd add 97xHồn linh thú (old: 96) lydo: Nhặt từ map at 03/17/2023 10:05 AM
BAG:xdxdxd add 98xHồn linh thú (old: 97) lydo: Nhặt từ map at 03/17/2023 10:06 AM
BAG:xdxdxd add 3xĐá Ruby (old: 2) lydo: Nhặt từ map at 03/17/2023 10:06 AM
BAG:xdxdxd add 99xHồn linh thú (old: 98) lydo: Nhặt từ map at 03/17/2023 10:06 AM
BAG:xdxdxd add 4xĐá Ruby (old: 3) lydo: Nhặt từ map at 03/17/2023 10:06 AM
BAG:xdxdxd add 10xBánh Pudding (old: 9) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 32xNgọc Rồng 5 sao (old: 31) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 92xĐá lục bảo (old: 91) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 85xĐá thạch anh tím (old: 84) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 15xXúc xích (old: 14) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 16xXúc xích (old: 15) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 89xĐá Titan (old: 88) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 86xĐá thạch anh tím (old: 85) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 17xXúc xích (old: 16) lydo: Nhặt từ map at 03/17/2023 10:07 AM
BAG:xdxdxd add 33xNgọc Rồng 5 sao (old: 32) lydo: Nhặt từ map at 03/17/2023 10:08 AM
BAG:xdxdxd add 1xGăng Hủy Diệt lydo: Lấy từ body đệ vào hành trang at 03/17/2023 10:55 AM
BAG:xdxdxd add 88xĐá Saphia (old: 87) lydo: Nhặt từ map at 03/17/2023 10:57 AM
BAG:xdxdxd add 11xBánh Pudding (old: 10) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 34xNgọc Rồng 5 sao (old: 33) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 89xĐá Saphia (old: 88) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 21xĐá thạch anh tím (old: 20) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 5xĐá Ruby (old: 4) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 90xĐá Saphia (old: 89) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 93xĐá lục bảo (old: 92) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 91xĐá Saphia (old: 90) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 92xĐá Saphia (old: 91) lydo: Nhặt từ map at 03/17/2023 10:58 AM
BAG:xdxdxd add 35xNgọc Rồng 5 sao (old: 34) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 12xBánh Pudding (old: 11) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 94xĐá lục bảo (old: 93) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 22xĐá thạch anh tím (old: 21) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 90xĐá Titan (old: 89) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 93xĐá Saphia (old: 92) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 36xNgọc Rồng 5 sao (old: 35) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 6xĐá Ruby (old: 5) lydo: Nhặt từ map at 03/17/2023 11:01 AM
BAG:xdxdxd add 94xĐá Saphia (old: 93) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 91xĐá Titan (old: 90) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 7xĐá Ruby (old: 6) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 95xĐá lục bảo (old: 94) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 13xBánh Pudding (old: 12) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 1xGăng jean Calic lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 23xĐá thạch anh tím (old: 22) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 1xNgọc Rồng 4 sao lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 15xKem dâu (old: 14) lydo: Nhặt từ map at 03/17/2023 11:02 AM
BAG:xdxdxd add 92xĐá Titan (old: 91) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 96xĐá lục bảo (old: 95) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 32xNgọc Rồng 6 sao (old: 31) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 97xĐá lục bảo (old: 96) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 8xĐá Ruby (old: 7) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 98xĐá lục bảo (old: 97) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 16xKem dâu (old: 15) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 9xĐá Ruby (old: 8) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 10xĐá Ruby (old: 9) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 24xĐá thạch anh tím (old: 23) lydo: Nhặt từ map at 03/17/2023 11:03 AM
BAG:xdxdxd add 33xNgọc Rồng 6 sao (old: 32) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 34xNgọc Rồng 6 sao (old: 33) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 93xĐá Titan (old: 92) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 18xXúc xích (old: 17) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 35xNgọc Rồng 6 sao (old: 34) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 94xĐá Titan (old: 93) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 2xNgọc Rồng 4 sao (old: 1) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 11xĐá Ruby (old: 10) lydo: Nhặt từ map at 03/17/2023 11:04 AM
BAG:xdxdxd add 19xXúc xích (old: 18) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 25xĐá thạch anh tím (old: 24) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 95xĐá Titan (old: 94) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 26xĐá thạch anh tím (old: 25) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 12xĐá Ruby (old: 11) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 96xĐá Titan (old: 95) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 13xĐá Ruby (old: 12) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 95xĐá Saphia (old: 94) lydo: Nhặt từ map at 03/17/2023 11:05 AM
BAG:xdxdxd add 27xĐá thạch anh tím (old: 26) lydo: Nhặt từ map at 03/17/2023 11:06 AM
BAG:xdxdxd add 14xĐá Ruby (old: 13) lydo: Nhặt từ map at 03/17/2023 11:06 AM
BAG:xdxdxd add 96xĐá Saphia (old: 95) lydo: Nhặt từ map at 03/17/2023 11:06 AM
BAG:xdxdxd add 37xNgọc Rồng 5 sao (old: 36) lydo: Nhặt từ map at 03/17/2023 11:06 AM
BAG:xdxdxd add 28xĐá thạch anh tím (old: 27) lydo: Nhặt từ map at 03/17/2023 11:07 AM
BAG:xdxdxd add 36xNgọc Rồng 6 sao (old: 35) lydo: Nhặt từ map at 03/17/2023 11:07 AM
BAG:xdxdxd add 97xĐá Saphia (old: 96) lydo: Nhặt từ map at 03/17/2023 11:07 AM
BAG:xdxdxd add 98xĐá Saphia (old: 97) lydo: Nhặt từ map at 03/17/2023 11:07 AM
BAG:xdxdxd add 38xNgọc Rồng 5 sao (old: 37) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 37xNgọc Rồng 6 sao (old: 36) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 99xĐá lục bảo (old: 98) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 39xNgọc Rồng 5 sao (old: 38) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 99xĐá Saphia (old: 98) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 1xĐá Saphia lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 15xĐá Ruby (old: 14) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 97xĐá Titan (old: 96) lydo: Nhặt từ map at 03/17/2023 11:08 AM
BAG:xdxdxd add 1xĐá lục bảo lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 17xKem dâu (old: 16) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 2xĐá Saphia (old: 1) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 2xĐá lục bảo (old: 1) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 20xXúc xích (old: 19) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 3xĐá lục bảo (old: 2) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 3xĐá Saphia (old: 2) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 98xĐá Titan (old: 97) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 16xĐá Ruby (old: 15) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 4xĐá Saphia (old: 3) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 29xĐá thạch anh tím (old: 28) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 30xĐá thạch anh tím (old: 29) lydo: Nhặt từ map at 03/17/2023 11:09 AM
BAG:xdxdxd add 99xĐá Titan (old: 98) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 1xĐá Titan lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 5xĐá Saphia (old: 4) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 2xĐá Titan (old: 1) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 4xĐá lục bảo (old: 3) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 12xMì ly (old: 11) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 17xĐá Ruby (old: 16) lydo: Nhặt từ map at 03/17/2023 11:10 AM
BAG:xdxdxd add 6xĐá Saphia (old: 5) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 7xĐá Saphia (old: 6) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 3xĐá Titan (old: 2) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 31xĐá thạch anh tím (old: 30) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 4xĐá Titan (old: 3) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 5xĐá Titan (old: 4) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 32xĐá thạch anh tím (old: 31) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 33xĐá thạch anh tím (old: 32) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 18xĐá Ruby (old: 17) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 8xĐá Saphia (old: 7) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 3xNgọc Rồng 4 sao (old: 2) lydo: Nhặt từ map at 03/17/2023 11:11 AM
BAG:xdxdxd add 34xĐá thạch anh tím (old: 33) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 19xĐá Ruby (old: 18) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 5xĐá lục bảo (old: 4) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 9xĐá Saphia (old: 8) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 4xNgọc Rồng 4 sao (old: 3) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 20xĐá Ruby (old: 19) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 40xNgọc Rồng 5 sao (old: 39) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 6xĐá Titan (old: 5) lydo: Nhặt từ map at 03/17/2023 11:12 AM
BAG:xdxdxd add 6xĐá lục bảo (old: 5) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 7xĐá Titan (old: 6) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 21xXúc xích (old: 20) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 10xĐá Saphia (old: 9) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 35xĐá thạch anh tím (old: 34) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 8xĐá Titan (old: 7) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 14xBánh Pudding (old: 13) lydo: Nhặt từ map at 03/17/2023 11:13 AM
BAG:xdxdxd add 8xĐá lục bảo (old: 7) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 9xĐá Titan (old: 8) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 11xĐá Saphia (old: 10) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 9xĐá lục bảo (old: 8) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 10xĐá Titan (old: 9) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 11xĐá Titan (old: 10) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 10xĐá lục bảo (old: 9) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 38xNgọc Rồng 6 sao (old: 37) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 36xĐá thạch anh tím (old: 35) lydo: Nhặt từ map at 03/17/2023 11:14 AM
BAG:xdxdxd add 37xĐá thạch anh tím (old: 36) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 38xĐá thạch anh tím (old: 37) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 12xĐá Saphia (old: 11) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 11xĐá lục bảo (old: 10) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 12xĐá lục bảo (old: 11) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 39xNgọc Rồng 6 sao (old: 38) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 41xNgọc Rồng 5 sao (old: 40) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 21xĐá Ruby (old: 20) lydo: Nhặt từ map at 03/17/2023 11:15 AM
BAG:xdxdxd add 13xĐá Saphia (old: 12) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 12xĐá Titan (old: 11) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 42xNgọc Rồng 5 sao (old: 41) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 20xSushi (old: 19) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 14xĐá Saphia (old: 13) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 39xĐá thạch anh tím (old: 38) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 13xĐá Titan (old: 12) lydo: Nhặt từ map at 03/17/2023 11:16 AM
BAG:xdxdxd add 15xĐá Saphia (old: 14) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 13xĐá lục bảo (old: 12) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 22xĐá Ruby (old: 21) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 16xĐá Saphia (old: 15) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 14xĐá Titan (old: 13) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 40xNgọc Rồng 6 sao (old: 39) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 17xĐá Saphia (old: 16) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 14xĐá lục bảo (old: 13) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 23xĐá Ruby (old: 22) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 15xĐá Titan (old: 14) lydo: Nhặt từ map at 03/17/2023 11:17 AM
BAG:xdxdxd add 16xĐá Titan (old: 15) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 41xNgọc Rồng 6 sao (old: 40) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 24xĐá Ruby (old: 23) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 15xĐá lục bảo (old: 14) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 40xĐá thạch anh tím (old: 39) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 16xĐá lục bảo (old: 15) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 41xĐá thạch anh tím (old: 40) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 42xNgọc Rồng 6 sao (old: 41) lydo: Nhặt từ map at 03/17/2023 11:18 AM
BAG:xdxdxd add 17xĐá lục bảo (old: 16) lydo: Nhặt từ map at 03/17/2023 11:19 AM
BAG:xdxdxd add 42xĐá thạch anh tím (old: 41) lydo: Nhặt từ map at 03/17/2023 11:19 AM
BAG:xdxdxd add 5xNgọc Rồng 4 sao (old: 4) lydo: Nhặt từ map at 03/17/2023 11:19 AM
BAG:xdxdxd add 17xĐá Titan (old: 16) lydo: Nhặt từ map at 03/17/2023 11:19 AM
BAG:xdxdxd add 43xĐá thạch anh tím (old: 42) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 18xĐá lục bảo (old: 17) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 18xKem dâu (old: 17) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 25xĐá Ruby (old: 24) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 18xĐá Titan (old: 17) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 26xĐá Ruby (old: 25) lydo: Nhặt từ map at 03/17/2023 11:20 AM
BAG:xdxdxd add 13xMì ly (old: 12) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 19xĐá lục bảo (old: 18) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 20xĐá lục bảo (old: 19) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 21xĐá lục bảo (old: 20) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 18xĐá Saphia (old: 17) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 22xĐá lục bảo (old: 21) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 19xĐá Saphia (old: 18) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 23xĐá lục bảo (old: 22) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 27xĐá Ruby (old: 26) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 20xĐá Saphia (old: 19) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 24xĐá lục bảo (old: 23) lydo: Nhặt từ map at 03/17/2023 11:21 AM
BAG:xdxdxd add 1xGiày jean Calic lydo: Nhặt từ map at 03/17/2023 11:21 AM
